payment_id,user_id,transaction_type,amount,currency,amount_usd,payment_method,status,transaction_date,processing_time_hours,fee_usd,exchange_rate,payment_provider
PAY_F38F0669,USR_35C1703C,Deposit,9747.18,AUD,7223.65,Skrill,Pending,2023-12-15 00:00:00,33.8,32.69,1.448,PayPal
PAY_ECCA9A46,USR_5B642B27,Deposit,1358.33,AUD,526.92,Skrill,Cancelled,2022-02-18 00:00:00,45.1,29.89,1.1204,Stripe
PAY_2D3ECA03,USR_A3E6C1EF,Withdrawal,6350.4,JPY,7651.73,Skrill,Cancelled,2024-04-08 00:00:00,62.6,47.45,0.8756,Stripe
PAY_D79E90E3,USR_3D2B9C14,Withdrawal,4331.55,EUR,7003.69,Credit Card,Pending,2020-01-07 00:00:00,9.4,23.47,1.213,PayPal
PAY_2A15F43E,USR_F47C73A1,Deposit,8509.54,CAD,3181.59,PayPal,Cancelled,2021-06-24 00:00:00,31.4,45.0,0.9597,Crypto
PAY_7DB4B79C,USR_D23BA018,Withdrawal,1905.99,AUD,4541.23,PayPal,Failed,2021-12-25 00:00:00,62.9,14.17,1.4237,Bank
PAY_FCC3A8C9,USR_7C167005,Deposit,4195.32,CAD,6221.5,Credit Card,Pending,2021-11-22 00:00:00,1.4,29.69,0.9704,Crypto
PAY_2223A239,USR_4B36F4B8,Withdrawal,8988.05,AUD,7704.08,Credit Card,Failed,2021-01-24 00:00:00,8.7,30.43,0.9891,Stripe
PAY_7C8FEEDE,USR_3785363D,Withdrawal,804.84,EUR,3684.62,PayPal,Pending,2023-06-14 00:00:00,67.5,34.95,1.1692,Bank
PAY_D13BD575,USR_CD0926E0,Deposit,3056.85,JPY,8040.51,Bank Transfer,Failed,2020-08-10 00:00:00,1.8,17.45,1.2181,PayPal
PAY_CE81C83F,USR_C55ED436,Withdrawal,3283.85,CAD,8392.8,PayPal,Failed,2021-06-16 00:00:00,26.0,45.92,1.2208,Crypto
PAY_61F93CA5,USR_7F63FC07,Withdrawal,7398.85,USD,219.08,PayPal,Cancelled,2020-07-18 00:00:00,41.7,5.15,1.4815,PayPal
PAY_65B56F3F,USR_A09C3CE5,Withdrawal,8565.01,AUD,8911.53,Wire Transfer,Completed,2020-02-03 00:00:00,55.8,32.39,1.0376,Bank
PAY_909CB039,USR_CA57FBE5,Deposit,2590.91,EUR,365.59,Bank Transfer,Cancelled,2022-01-31 00:00:00,28.6,20.3,1.2074,Stripe
PAY_7B51B567,USR_57FFE6C5,Deposit,1665.93,EUR,965.67,Bank Transfer,Failed,2020-02-26 00:00:00,55.8,30.88,1.1416,Crypto
PAY_9BFF3637,USR_C1132D51,Withdrawal,8020.2,EUR,2904.41,PayPal,Failed,2022-07-11 00:00:00,52.7,1.54,0.8561,PayPal
PAY_C2036CD0,USR_84CB83AF,Deposit,1628.87,USD,1310.58,PayPal,Cancelled,2022-01-01 00:00:00,57.2,27.19,1.3007,Bank
PAY_9694BDAB,USR_635E4E4F,Withdrawal,3820.45,JPY,530.12,PayPal,Cancelled,2021-09-02 00:00:00,56.2,45.16,1.1626,Stripe
PAY_62A44E36,USR_57DDAF8A,Withdrawal,3925.36,JPY,5147.23,Bank Transfer,Pending,2023-04-19 00:00:00,33.5,17.48,1.1204,Stripe
PAY_71C657D0,USR_E787892A,Withdrawal,3309.55,USD,5683.05,PayPal,Cancelled,2024-04-06 00:00:00,23.5,37.17,1.27,PayPal
PAY_DC429FAD,USR_C84BAAD9,Deposit,6565.91,USD,5072.2,Bank Transfer,Completed,2024-11-21 00:00:00,26.1,29.19,1.1999,Bank
PAY_F3094663,USR_9AC82C6E,Deposit,7921.89,JPY,5680.81,Credit Card,Cancelled,2020-03-02 00:00:00,67.4,32.48,1.2057,Bank
PAY_1A87784E,USR_AA85FB26,Withdrawal,2010.89,EUR,8986.6,Neteller,Failed,2021-03-09 00:00:00,5.1,34.58,0.8487,Crypto
PAY_DA8406C2,USR_6BF42351,Withdrawal,92.59,AUD,5236.92,Neteller,Pending,2021-04-27 00:00:00,20.8,12.26,1.4862,Bank
PAY_F801C779,USR_7FCC267D,Deposit,5130.19,GBP,6678.0,Neteller,Failed,2020-12-08 00:00:00,52.3,24.18,1.4469,Bank
PAY_DFC46631,USR_610449F3,Withdrawal,2728.72,AUD,793.94,Bank Transfer,Completed,2021-03-03 00:00:00,14.2,33.98,1.0507,Stripe
PAY_EE8D2CD0,USR_13EFAA76,Deposit,1324.97,JPY,8279.4,Neteller,Failed,2023-08-05 00:00:00,26.7,19.54,0.9112,Bank
PAY_AB151BE0,USR_E63AE8CE,Withdrawal,1921.87,GBP,7046.46,Skrill,Cancelled,2023-01-26 00:00:00,10.2,40.97,1.1727,Crypto
PAY_93F04752,USR_670BC159,Deposit,7709.17,JPY,9843.8,Neteller,Completed,2020-04-26 00:00:00,13.1,37.38,1.2289,Crypto
PAY_F5E221C0,USR_E129EAA1,Deposit,392.69,GBP,8060.61,Wire Transfer,Pending,2020-03-04 00:00:00,25.3,21.22,1.3927,Crypto
PAY_EB43998E,USR_F2066F03,Withdrawal,1286.92,GBP,8030.86,Credit Card,Pending,2024-10-10 00:00:00,60.0,46.12,0.8413,Crypto
PAY_91020397,USR_E1B674DD,Deposit,7982.8,GBP,3893.34,PayPal,Completed,2022-05-22 00:00:00,50.4,21.25,1.0911,PayPal
PAY_D25391AB,USR_3D8DA07D,Withdrawal,7510.64,JPY,5454.37,Credit Card,Failed,2023-10-11 00:00:00,50.8,15.35,1.0794,Crypto
PAY_20D17765,USR_BC43126C,Withdrawal,5869.5,JPY,8223.75,PayPal,Failed,2022-09-13 00:00:00,25.5,20.02,1.0205,Stripe
PAY_D84C050E,USR_FE237AF5,Deposit,6296.37,USD,5895.5,Credit Card,Cancelled,2023-02-09 00:00:00,37.4,47.41,0.8669,Stripe
PAY_45A50214,USR_831D847F,Withdrawal,410.42,USD,6433.74,Skrill,Completed,2021-12-07 00:00:00,29.3,6.17,0.9227,Bank
PAY_B86148BA,USR_53808B5E,Withdrawal,8112.04,AUD,6672.41,Credit Card,Completed,2023-09-11 00:00:00,48.7,25.08,1.0543,PayPal
PAY_6691FD80,USR_C7191D1C,Withdrawal,8740.47,AUD,4273.89,Bank Transfer,Completed,2024-05-26 00:00:00,20.6,10.01,0.8999,Crypto
PAY_FF20E9F9,USR_71C57EFE,Withdrawal,7948.4,GBP,7944.91,Skrill,Failed,2024-10-01 00:00:00,41.1,3.65,1.1096,Stripe
PAY_BDFF1DC3,USR_340E177A,Withdrawal,7494.85,EUR,9737.47,Wire Transfer,Pending,2023-01-08 00:00:00,3.6,36.26,1.156,Stripe
PAY_9DF62459,USR_611422B4,Deposit,7347.67,CAD,5118.01,Skrill,Completed,2021-12-13 00:00:00,12.0,12.69,1.3672,PayPal
PAY_DE0942F5,USR_5DDE9B54,Withdrawal,9997.3,CAD,7359.73,Skrill,Completed,2021-11-02 00:00:00,56.5,6.14,1.1551,Stripe
PAY_EF2E41F4,USR_6B868ACB,Withdrawal,987.0,GBP,6615.54,Bank Transfer,Completed,2021-05-03 00:00:00,55.0,12.25,0.985,Stripe
PAY_576CE39E,USR_F0B548DA,Deposit,1840.37,JPY,634.67,Neteller,Completed,2022-01-18 00:00:00,45.3,5.22,1.3204,Crypto
PAY_CDABD7C3,USR_A6467824,Withdrawal,7178.87,AUD,3345.77,Wire Transfer,Failed,2023-08-18 00:00:00,29.7,46.67,1.4215,Bank
PAY_335759EB,USR_40718F36,Withdrawal,94.54,USD,2556.7,Credit Card,Pending,2022-05-12 00:00:00,36.4,28.2,1.2092,Stripe
PAY_96BCF639,USR_FFEB04C9,Deposit,1434.2,JPY,9665.3,PayPal,Completed,2021-02-14 00:00:00,41.5,18.09,1.0393,Crypto
PAY_C2173C53,USR_6EA2B37E,Deposit,6512.89,USD,8778.82,Credit Card,Completed,2024-09-16 00:00:00,62.7,7.45,1.2671,PayPal
PAY_58D4F44C,USR_0D376433,Withdrawal,846.89,EUR,9602.53,Bank Transfer,Completed,2022-04-26 00:00:00,29.5,32.76,1.1936,Stripe
PAY_FBACDD89,USR_CE3E2E14,Withdrawal,6268.74,CAD,7130.09,PayPal,Completed,2020-07-22 00:00:00,50.9,6.66,1.1141,Crypto
PAY_6FFAC668,USR_85639E13,Withdrawal,4701.53,GBP,9622.21,Bank Transfer,Failed,2021-01-15 00:00:00,44.7,23.47,1.4511,PayPal
PAY_5A33E078,USR_4B6A8EF0,Withdrawal,3626.19,EUR,3704.29,Credit Card,Pending,2021-09-23 00:00:00,53.3,48.32,0.8316,PayPal
PAY_4387C8A2,USR_C50BA035,Withdrawal,8222.67,USD,5181.67,Neteller,Completed,2024-02-06 00:00:00,44.3,37.78,1.2249,Bank
PAY_F6AAC10E,USR_8F77D95C,Deposit,1178.87,AUD,9299.65,Bank Transfer,Failed,2022-12-18 00:00:00,67.4,33.4,1.3094,PayPal
PAY_77E31CC8,USR_FC4C4447,Withdrawal,5030.84,CAD,8363.53,Neteller,Failed,2020-06-28 00:00:00,31.6,9.12,1.1201,PayPal
PAY_4CBBCA99,USR_147780C0,Withdrawal,8180.9,GBP,4524.52,Skrill,Cancelled,2021-04-21 00:00:00,1.0,24.66,0.9909,PayPal
PAY_9F65D7F7,USR_B86F44CB,Withdrawal,240.21,GBP,9018.23,Wire Transfer,Cancelled,2023-10-25 00:00:00,47.6,9.94,1.2338,PayPal
PAY_837DBF33,USR_1F6AC836,Deposit,2696.03,CAD,8358.66,Wire Transfer,Completed,2022-05-08 00:00:00,67.8,15.57,1.1067,PayPal
PAY_425BDB4B,USR_A3FD338B,Withdrawal,5471.23,JPY,3096.62,Wire Transfer,Cancelled,2020-11-13 00:00:00,11.6,23.18,1.106,Stripe
PAY_2F860B7E,USR_7D8F859B,Deposit,6621.33,CAD,1812.69,Wire Transfer,Pending,2023-09-09 00:00:00,63.5,35.95,1.2034,Stripe
PAY_0726286B,USR_EA29FE30,Withdrawal,3276.98,EUR,7962.73,PayPal,Pending,2021-06-20 00:00:00,39.9,45.26,1.2129,Bank
PAY_FF9FF656,USR_60AC72FF,Deposit,640.65,USD,6206.22,Bank Transfer,Completed,2023-05-16 00:00:00,48.8,35.89,1.1901,PayPal
PAY_77BBBFE3,USR_EA7FFC94,Deposit,532.18,AUD,4231.82,PayPal,Failed,2023-02-03 00:00:00,5.7,37.7,0.8295,Stripe
PAY_A5DCD930,USR_2F55F9FE,Withdrawal,8067.02,USD,7282.95,Bank Transfer,Pending,2020-10-20 00:00:00,64.2,32.53,0.9969,Crypto
PAY_214A97D2,USR_CD4F2676,Withdrawal,8113.61,AUD,1121.02,PayPal,Failed,2022-10-31 00:00:00,4.2,7.97,1.2405,PayPal
PAY_2EA182A7,USR_47B792E8,Deposit,1637.68,EUR,8518.68,Skrill,Failed,2023-03-30 00:00:00,28.0,23.28,0.8851,Stripe
PAY_72A4694E,USR_841C0630,Deposit,8418.75,AUD,2253.68,Wire Transfer,Cancelled,2020-09-21 00:00:00,52.3,16.78,1.3476,Crypto
PAY_504004FF,USR_7F9B5A1C,Deposit,6027.6,USD,1757.38,Skrill,Failed,2024-06-10 00:00:00,58.6,39.83,1.0612,Crypto
PAY_13A0E02A,USR_10A14D6B,Deposit,9395.84,EUR,5803.24,PayPal,Pending,2023-04-01 00:00:00,46.6,28.87,0.8694,Bank
PAY_1F053F77,USR_520F2646,Withdrawal,2473.17,CAD,7078.02,Wire Transfer,Pending,2023-10-04 00:00:00,23.5,41.05,1.4023,Bank
PAY_68D67693,USR_56F62A68,Withdrawal,9660.86,AUD,7146.25,Bank Transfer,Completed,2023-06-13 00:00:00,63.2,13.6,1.3997,Stripe
PAY_28061A74,USR_D65C60A6,Deposit,484.22,JPY,90.6,PayPal,Cancelled,2022-01-25 00:00:00,71.7,5.18,1.2703,Bank
PAY_45F2D86B,USR_151CF79A,Withdrawal,4473.14,GBP,8888.57,Skrill,Completed,2021-04-24 00:00:00,8.8,6.49,0.9986,Bank
PAY_D2CC9E25,USR_3FDDBD5B,Withdrawal,8524.07,USD,2608.31,Neteller,Cancelled,2021-12-06 00:00:00,5.1,35.15,1.3736,PayPal
PAY_12D8DB83,USR_1F403047,Withdrawal,368.82,AUD,4574.65,Wire Transfer,Failed,2024-04-04 00:00:00,43.0,14.53,1.4654,PayPal
PAY_6047DB28,USR_049D568E,Withdrawal,2808.89,AUD,3387.78,PayPal,Completed,2020-08-27 00:00:00,36.8,41.54,1.1282,Bank
PAY_B009AA5D,USR_1F250163,Deposit,8019.33,GBP,7346.82,Credit Card,Completed,2024-06-08 00:00:00,50.0,36.81,1.3718,PayPal
PAY_28A0833E,USR_46E479AE,Withdrawal,9945.4,JPY,4193.69,Skrill,Pending,2022-02-17 00:00:00,16.3,30.84,1.3271,Bank
PAY_AF4561AE,USR_8CFB39C7,Withdrawal,9522.73,EUR,6172.54,Neteller,Pending,2020-05-17 00:00:00,47.7,45.6,1.1296,Stripe
PAY_E10CAECD,USR_F9DF27DC,Withdrawal,4405.18,JPY,401.05,PayPal,Cancelled,2023-10-18 00:00:00,4.2,17.96,0.8665,PayPal
PAY_5ED8A9F0,USR_29826DA0,Withdrawal,3568.66,USD,3179.03,Skrill,Pending,2020-04-30 00:00:00,32.0,15.28,0.9015,Bank
PAY_91722E95,USR_3EE34198,Withdrawal,7498.14,EUR,6973.01,Bank Transfer,Cancelled,2020-01-04 00:00:00,59.3,27.47,1.4482,Bank
PAY_4299C978,USR_411FDC82,Deposit,5616.52,CAD,8787.09,Bank Transfer,Pending,2022-12-27 00:00:00,66.3,34.21,0.8185,PayPal
PAY_87E9B812,USR_F576EE05,Withdrawal,5460.09,CAD,2776.54,PayPal,Completed,2024-06-30 00:00:00,29.8,41.31,0.8245,Stripe
PAY_FAF5C455,USR_F9A53440,Withdrawal,7512.33,USD,8175.66,Skrill,Cancelled,2021-11-12 00:00:00,61.9,32.98,0.8731,PayPal
PAY_D4A593A0,USR_F9A53440,Deposit,4904.43,AUD,4144.95,Bank Transfer,Cancelled,2021-07-07 00:00:00,10.5,11.32,1.0414,Bank
PAY_CF916DE0,USR_98A44827,Deposit,4284.24,CAD,578.86,Neteller,Pending,2022-09-16 00:00:00,15.7,22.47,1.1709,Crypto
PAY_4846863D,USR_61DDA7D4,Withdrawal,3681.39,EUR,6647.95,Credit Card,Failed,2023-04-07 00:00:00,38.0,32.42,1.3428,Stripe
PAY_8EB81486,USR_BB711A4E,Deposit,9206.73,AUD,4762.91,Neteller,Failed,2020-10-15 00:00:00,13.1,20.66,1.1536,Crypto
PAY_57FC1FF7,USR_C91B723A,Withdrawal,4686.69,AUD,4400.98,Neteller,Completed,2023-05-14 00:00:00,22.2,5.11,1.4933,PayPal
PAY_B4D83C80,USR_265BA3D8,Withdrawal,6889.17,AUD,5546.64,Credit Card,Completed,2020-01-31 00:00:00,59.8,23.51,0.8941,Stripe
PAY_C1FC7D64,USR_0908DE92,Withdrawal,710.04,CAD,6543.51,Skrill,Completed,2022-07-25 00:00:00,18.5,0.95,1.3232,Crypto
PAY_46ADE751,USR_2E7DAD18,Withdrawal,6021.51,AUD,9564.27,PayPal,Pending,2020-03-08 00:00:00,9.9,39.42,0.8261,Stripe
PAY_F3372FE1,USR_9B4EB346,Deposit,3697.35,EUR,5587.51,Wire Transfer,Pending,2020-10-10 00:00:00,2.3,39.74,1.1492,Bank
PAY_F731B74D,USR_A34132C8,Deposit,1439.14,GBP,9393.1,Credit Card,Pending,2022-10-10 00:00:00,48.8,14.55,1.2237,Stripe
PAY_FEDEAA9C,USR_E715B2C3,Deposit,6927.46,EUR,8737.31,Wire Transfer,Failed,2022-06-24 00:00:00,60.4,49.06,1.2973,Stripe
PAY_ADAEFCDD,USR_F87FDD7C,Withdrawal,7010.08,AUD,5152.56,Wire Transfer,Failed,2021-04-29 00:00:00,61.1,42.26,0.828,Stripe
PAY_4B2372F9,USR_ED6AFF94,Deposit,7224.73,EUR,8299.89,Bank Transfer,Cancelled,2021-01-09 00:00:00,71.5,6.85,0.9604,PayPal
PAY_F70F6CBB,USR_057797FD,Deposit,7225.85,GBP,8491.96,PayPal,Pending,2020-04-09 00:00:00,45.8,43.48,1.2582,Crypto
PAY_86B1B227,USR_B8BE68E0,Deposit,6813.55,JPY,2907.7,Credit Card,Completed,2023-11-10 00:00:00,47.7,9.95,0.8159,Stripe
PAY_55FB612D,USR_A59A7FB8,Withdrawal,892.86,AUD,2611.62,Skrill,Pending,2023-02-03 00:00:00,18.6,9.75,1.2535,PayPal
PAY_2CD7E5C9,USR_94BBB03F,Withdrawal,3481.16,GBP,578.73,Bank Transfer,Completed,2023-11-15 00:00:00,42.3,31.75,1.0636,PayPal
PAY_DE4B617D,USR_B31909BB,Deposit,5163.38,JPY,7206.48,PayPal,Completed,2022-08-25 00:00:00,44.2,47.91,1.1795,Bank
PAY_70C65DBC,USR_1E37B29C,Deposit,1272.41,GBP,3747.14,Neteller,Completed,2020-07-11 00:00:00,70.1,10.62,1.2508,Stripe
PAY_F7E87A23,USR_F258F6C5,Withdrawal,5063.58,GBP,3030.78,PayPal,Pending,2022-12-18 00:00:00,63.6,31.28,1.0962,Crypto
PAY_8BB81EFC,USR_53184B09,Deposit,162.27,GBP,4092.29,Wire Transfer,Failed,2022-05-02 00:00:00,27.6,15.44,1.3372,Crypto
PAY_71A5979C,USR_04A3123C,Withdrawal,1386.49,AUD,8644.86,Credit Card,Completed,2024-04-27 00:00:00,15.8,13.96,0.8303,Bank
PAY_C6EC837D,USR_4134038F,Deposit,6694.99,EUR,2633.24,Skrill,Cancelled,2022-03-08 00:00:00,21.0,42.59,0.9808,PayPal
PAY_685B9A11,USR_79B6B2D6,Withdrawal,3314.26,USD,7635.56,PayPal,Completed,2023-10-29 00:00:00,18.4,25.7,1.1986,PayPal
PAY_DA91573F,USR_DA0C5696,Withdrawal,904.43,JPY,137.72,PayPal,Completed,2021-06-20 00:00:00,17.2,43.44,0.874,Bank
PAY_0173412F,USR_9ED50A77,Withdrawal,9548.9,CAD,3826.34,Credit Card,Completed,2021-07-14 00:00:00,46.3,10.52,1.3771,PayPal
PAY_A5088D2E,USR_B31AB096,Withdrawal,7148.16,CAD,8036.24,Wire Transfer,Pending,2022-02-12 00:00:00,69.6,5.66,1.1774,PayPal
PAY_FEC089B7,USR_F4431DE1,Withdrawal,5166.19,CAD,8748.71,PayPal,Pending,2022-01-04 00:00:00,2.7,44.94,1.0196,PayPal
PAY_1B2ABFE2,USR_FB6CB881,Withdrawal,8702.61,EUR,5413.75,Credit Card,Cancelled,2022-07-14 00:00:00,64.9,42.09,1.2998,Stripe
PAY_7BACC283,USR_9BB0522E,Withdrawal,8418.24,AUD,2995.38,Wire Transfer,Pending,2023-04-11 00:00:00,40.0,23.07,1.0397,Crypto
PAY_A12E132E,USR_5327AFC4,Deposit,4470.05,GBP,6067.09,Wire Transfer,Failed,2023-07-28 00:00:00,69.6,4.09,1.4439,Bank
PAY_95BFFDB5,USR_B5C85E65,Withdrawal,2188.04,USD,7048.94,PayPal,Cancelled,2023-01-22 00:00:00,37.0,27.62,1.3388,Crypto
PAY_635F0146,USR_632690C3,Withdrawal,9301.16,CAD,1893.37,Bank Transfer,Completed,2023-07-05 00:00:00,45.3,20.58,1.2956,Crypto
PAY_61E2C7CC,USR_26EBEA53,Deposit,8894.55,EUR,2995.95,Credit Card,Cancelled,2020-01-14 00:00:00,63.8,27.6,1.0232,Stripe
PAY_EB7D4B5C,USR_B7D9797C,Deposit,9221.52,EUR,3368.84,Neteller,Failed,2023-05-26 00:00:00,12.4,13.75,1.4797,Bank
PAY_320BB02E,USR_F98B987C,Withdrawal,1079.28,JPY,9762.55,Skrill,Failed,2024-08-11 00:00:00,16.9,13.6,0.983,Crypto
PAY_B3DFBCCE,USR_5A762DFE,Withdrawal,661.55,CAD,5481.66,Wire Transfer,Completed,2020-03-23 00:00:00,5.3,14.87,1.0364,PayPal
PAY_BB0E9978,USR_A980C528,Deposit,8826.42,AUD,4308.91,Neteller,Pending,2023-05-01 00:00:00,54.9,41.23,1.3185,Stripe
PAY_CCB5D0DB,USR_DFD72FC1,Withdrawal,6353.07,USD,2808.47,Skrill,Completed,2021-01-15 00:00:00,43.4,42.52,0.9799,Crypto
PAY_49131AC6,USR_F5005A6F,Withdrawal,7207.05,CAD,9627.46,PayPal,Cancelled,2024-04-04 00:00:00,19.9,0.99,1.4621,PayPal
PAY_DA4E0E53,USR_CF78ABFF,Deposit,5041.62,GBP,8831.09,PayPal,Failed,2022-11-23 00:00:00,70.5,24.41,1.3441,Stripe
PAY_C0E5DBB7,USR_653587DF,Withdrawal,4116.68,EUR,1568.38,PayPal,Pending,2022-01-26 00:00:00,1.2,36.38,1.2084,PayPal
PAY_B4D7839D,USR_3B984C3A,Deposit,3024.82,GBP,1952.89,PayPal,Cancelled,2022-06-25 00:00:00,21.2,12.35,0.8609,Stripe
PAY_B224ED7E,USR_3C59B891,Deposit,3941.42,GBP,1801.03,Bank Transfer,Completed,2020-09-12 00:00:00,54.1,2.42,1.4314,Stripe
PAY_3D34C8FD,USR_2B9E171B,Withdrawal,2170.73,GBP,6954.15,Wire Transfer,Cancelled,2023-05-31 00:00:00,29.5,15.34,1.2846,PayPal
PAY_1A4DCA29,USR_BD7ED296,Withdrawal,4073.23,EUR,3999.62,Wire Transfer,Cancelled,2022-11-23 00:00:00,8.9,37.53,1.012,Bank
PAY_F68D6A1B,USR_DC9EAE29,Deposit,6675.09,GBP,4724.61,PayPal,Failed,2023-06-19 00:00:00,44.2,25.77,1.1712,Stripe
PAY_E47A5A01,USR_A770681A,Deposit,8188.32,AUD,3484.78,Credit Card,Cancelled,2021-06-20 00:00:00,25.0,34.6,0.8179,PayPal
PAY_EDC7DBC6,USR_945EFD73,Deposit,3376.29,USD,346.16,Neteller,Pending,2021-07-14 00:00:00,60.9,23.27,1.357,Crypto
PAY_A14C242C,USR_311DBE3E,Withdrawal,7577.69,JPY,4421.3,Bank Transfer,Failed,2022-08-19 00:00:00,70.1,20.13,1.0683,PayPal
PAY_BB180C61,USR_C99FF2E0,Withdrawal,4912.0,AUD,4681.74,Wire Transfer,Failed,2024-09-03 00:00:00,31.9,12.13,0.8847,Crypto
PAY_4B9E0981,USR_4BCA1D33,Withdrawal,3999.9,USD,6692.19,Credit Card,Cancelled,2021-11-09 00:00:00,12.8,3.62,1.1502,PayPal
PAY_4304EBA3,USR_84C3C91A,Deposit,998.92,AUD,3943.13,Neteller,Completed,2022-12-16 00:00:00,48.0,34.48,0.8753,Crypto
PAY_57F4ECF7,USR_A94DA5B7,Withdrawal,856.05,AUD,3430.2,Bank Transfer,Completed,2023-12-06 00:00:00,7.0,35.85,1.2432,Bank
PAY_1AED47C4,USR_5F223DBB,Deposit,5254.0,AUD,2019.38,PayPal,Failed,2024-01-21 00:00:00,36.0,18.74,1.369,Bank
PAY_1792FAF2,USR_7B538BB7,Withdrawal,1206.77,GBP,2467.1,Neteller,Completed,2023-06-02 00:00:00,70.6,27.85,1.2835,Crypto
PAY_DAF25E52,USR_F172762E,Deposit,2110.6,JPY,7440.78,Bank Transfer,Completed,2020-10-10 00:00:00,61.1,13.08,0.906,Stripe
PAY_4A407C08,USR_178E6222,Withdrawal,4047.2,GBP,5960.79,Skrill,Pending,2022-07-03 00:00:00,27.3,47.04,1.3557,Bank
PAY_36A61700,USR_3155AFC7,Deposit,7022.19,CAD,9749.9,Skrill,Failed,2021-01-30 00:00:00,12.4,49.07,1.1313,Crypto
PAY_E82B53AC,USR_049B6495,Deposit,7242.69,JPY,3392.29,Bank Transfer,Cancelled,2022-10-06 00:00:00,22.4,11.65,1.4518,PayPal
PAY_A7BD8B0C,USR_EF337AFF,Deposit,6946.61,AUD,3940.42,Credit Card,Completed,2023-07-29 00:00:00,51.1,42.32,1.2679,Bank
PAY_A71B4628,USR_993FA289,Deposit,5408.56,JPY,3312.52,Skrill,Completed,2021-08-05 00:00:00,65.5,31.82,1.3754,PayPal
PAY_B7063A7A,USR_D3489E77,Withdrawal,8824.24,CAD,4136.49,Wire Transfer,Completed,2023-08-10 00:00:00,36.2,12.57,1.4274,Crypto
PAY_1FBC6387,USR_99C9246C,Withdrawal,7322.71,CAD,5732.9,Skrill,Pending,2022-03-22 00:00:00,59.8,2.31,0.9365,Stripe
PAY_C3E53CBA,USR_5A909E97,Deposit,5198.45,USD,8273.47,PayPal,Failed,2023-01-30 00:00:00,31.2,17.32,0.8202,Stripe
PAY_822EEC50,USR_A38F4AC0,Withdrawal,5156.11,EUR,1088.79,Bank Transfer,Cancelled,2022-12-06 00:00:00,2.7,44.41,1.4124,Stripe
PAY_D448787B,USR_B67E1C63,Withdrawal,9438.55,USD,3985.86,Bank Transfer,Failed,2023-12-07 00:00:00,66.2,10.4,1.1294,Bank
PAY_3308FD37,USR_6CE41EE0,Deposit,2738.35,CAD,6190.37,Credit Card,Failed,2024-03-24 00:00:00,66.2,23.39,1.2696,Stripe
PAY_20DB67E1,USR_FEC4D9BB,Withdrawal,4212.84,CAD,5322.05,Neteller,Failed,2023-07-25 00:00:00,68.0,26.1,1.0254,Crypto
PAY_EE41E044,USR_472B45DA,Deposit,8860.6,JPY,8838.72,Skrill,Completed,2020-05-31 00:00:00,38.4,31.47,0.8169,Bank
PAY_5B9694C0,USR_5CF34D79,Withdrawal,2094.13,AUD,7331.02,Wire Transfer,Pending,2020-02-20 00:00:00,62.8,26.06,1.4062,Stripe
PAY_8F8EC03B,USR_5B7005E9,Withdrawal,4944.05,JPY,3077.3,Bank Transfer,Failed,2021-06-19 00:00:00,6.0,12.5,1.0468,PayPal
PAY_0B263ED4,USR_AE547E1E,Withdrawal,1597.76,GBP,5241.13,Credit Card,Completed,2022-05-14 00:00:00,27.1,22.57,1.0502,PayPal
PAY_94C54BD1,USR_2EC26A22,Deposit,661.31,EUR,4092.29,Skrill,Failed,2022-05-16 00:00:00,21.6,35.84,1.1682,Crypto
PAY_DFDB647E,USR_0A8ECF63,Deposit,2373.37,GBP,7188.98,PayPal,Pending,2024-01-15 00:00:00,34.4,48.34,1.4931,PayPal
PAY_340A36D5,USR_3863A066,Deposit,6816.21,EUR,4809.82,Neteller,Cancelled,2021-12-25 00:00:00,7.3,48.71,1.2726,Stripe
PAY_71D4C7EA,USR_326A042A,Deposit,7001.46,USD,8923.48,PayPal,Cancelled,2020-04-04 00:00:00,46.0,33.17,1.4486,Crypto
PAY_4494E255,USR_D31834F1,Deposit,3244.73,GBP,4256.9,Wire Transfer,Completed,2023-04-20 00:00:00,18.6,20.11,1.4029,Stripe
PAY_00343035,USR_E03FA5A2,Deposit,777.19,GBP,2543.16,Credit Card,Failed,2023-05-30 00:00:00,62.7,41.45,0.9057,Bank
PAY_EF4E11EB,USR_A5851363,Withdrawal,1170.19,USD,6676.29,PayPal,Failed,2024-09-17 00:00:00,43.7,46.69,0.833,Stripe
PAY_1ABBF079,USR_F86B73CA,Deposit,8751.34,EUR,5960.34,Bank Transfer,Pending,2024-06-24 00:00:00,16.5,43.36,1.3322,Stripe
PAY_856D2C66,USR_9FFE7EBD,Withdrawal,7799.21,GBP,6322.55,Credit Card,Cancelled,2024-03-23 00:00:00,56.9,22.28,1.2441,Stripe
PAY_97FDB272,USR_7FCC267D,Deposit,6744.62,USD,2483.1,Credit Card,Completed,2022-11-22 00:00:00,13.3,47.21,0.9986,PayPal
PAY_8B4B9D77,USR_4CD6DF5B,Deposit,2803.19,JPY,4357.45,Credit Card,Pending,2023-12-18 00:00:00,70.7,19.5,0.8085,Bank
PAY_78CAF544,USR_4134038F,Withdrawal,6928.83,JPY,4189.1,Bank Transfer,Failed,2020-08-21 00:00:00,22.0,17.95,1.2321,Bank
