copy_id,follower_user_id,trader_user_id,start_date,end_date,copy_percentage,max_copy_amount,total_copied_trades,total_pnl_usd,is_active,stop_loss_enabled,take_profit_enabled
CPY_3A9B1615,USR_BDA21B14,USR_D24FBE2E,2020-09-19,,20,4249.14,167,1382.77,False,True,False
CPY_17B23DC4,USR_3CA650D4,USR_6E058703,2023-10-23,,100,655.05,71,908.59,False,False,False
CPY_9E0443A2,USR_E12D4449,USR_7B822556,2022-08-09,,100,2724.2,49,-54.05,True,True,False
CPY_E878CC95,USR_CFEFF11F,USR_09FBA0E2,2021-07-05,,50,2327.95,17,1465.45,False,True,True
CPY_FF54F551,USR_CDB91A28,USR_7CD536C1,2023-07-10,,100,2323.51,107,735.83,True,False,True
CPY_48C04AF5,USR_C2DEFBD2,USR_F4AB8D5F,2020-04-15,2021-09-25,50,4650.99,133,156.96,False,True,False
CPY_7DB9833A,USR_5C88373C,USR_B108EEEF,2020-09-27,,100,971.68,13,888.83,True,False,False
CPY_A544F2A1,USR_2B8E50ED,USR_DE7E1C04,2022-12-19,,75,2110.24,30,1027.44,False,False,False
CPY_ABCE45C3,USR_3098E158,USR_05705BDC,2020-06-28,,25,580.1,118,578.41,True,True,False
CPY_977BB589,USR_BA055341,USR_646FFE6B,2021-09-08,,25,4427.82,102,-927.12,False,False,True
CPY_745D5729,USR_38A0A958,USR_5A2BD37B,2021-10-24,2022-09-19,75,2690.4,191,205.02,True,True,True
CPY_3C6CC46A,USR_818663CD,USR_2A831512,2020-08-24,,10,2129.23,184,143.19,True,True,True
CPY_3D8FA33F,USR_C0E8BEE8,USR_57B41536,2022-03-28,,20,486.38,128,-315.34,False,True,False
CPY_CE35B3E6,USR_0AD247F7,USR_EB127728,2022-06-11,,75,1943.44,46,-977.18,True,True,True
CPY_778F77D4,USR_5F211348,USR_8D47892A,2020-09-28,,50,476.18,179,908.97,False,True,True
CPY_A573593C,USR_7531EF98,USR_7958C9CA,2023-01-17,,75,720.35,109,1486.61,False,True,True
CPY_D080D93E,USR_4F31F0A8,USR_68C9470A,2023-06-12,,75,4472.06,68,1162.22,True,False,True
CPY_6C5EB0D1,USR_F57F623D,USR_F2F8D00B,2021-09-23,,10,1485.3,71,966.1,False,False,False
CPY_CBC1BEAB,USR_18062306,USR_4DEDCFB4,2021-11-02,2023-03-22,20,4063.62,40,1598.9,True,False,False
CPY_474AE4FB,USR_EDE30C50,USR_C2C0ADFF,2022-11-26,,100,3975.56,31,-716.39,False,False,True
CPY_CFD2303E,USR_FF263FA9,USR_93DA20C4,2021-09-12,,50,1486.42,13,-616.46,False,False,True
CPY_8DFDAD06,USR_F9A3C073,USR_1B56FF6C,2020-03-01,,100,3247.02,123,1233.14,False,True,False
CPY_9503E8C3,USR_211064EB,USR_B3119253,2023-04-27,,100,220.77,19,423.79,True,True,False
CPY_EBDEBDC9,USR_AFFE54A7,USR_7B822556,2022-08-16,,25,2172.51,112,-325.95,True,True,False
CPY_9847B938,USR_83141C46,USR_52CA4E6D,2023-11-30,2024-02-04,100,2549.55,56,269.11,False,False,False
CPY_D297316F,USR_CC3CEC51,USR_E5C846E7,2020-03-22,,100,3341.42,107,-764.92,True,True,False
CPY_1E6D5FD1,USR_FD3A804B,USR_A252D89F,2022-05-01,2023-02-11,100,2397.83,181,837.34,True,False,True
CPY_E9269B34,USR_6A67CBAC,USR_5A9B9D8C,2020-05-16,,20,2240.89,182,951.96,True,False,False
CPY_A9E2E0EC,USR_1D170BE7,USR_50129D25,2021-12-05,,10,3327.26,150,1135.51,True,False,True
CPY_3B15F8DB,USR_BB7CA086,USR_DD105880,2023-11-03,,100,1247.86,157,462.54,False,False,True
CPY_9F3FDF1F,USR_3DC8424E,USR_32418A43,2021-09-01,,10,4190.11,172,630.81,False,False,False
CPY_48447F40,USR_D16AF97D,USR_D3312339,2022-06-08,,10,1450.76,116,731.84,False,True,True
CPY_94A684C4,USR_0C1B89E8,USR_510F99C2,2023-10-11,,10,2044.13,64,1213.84,True,False,True
CPY_6E7437E0,USR_1295C290,USR_516F738E,2023-04-12,2023-11-17,75,2430.44,79,472.01,True,False,False
CPY_698E021F,USR_230E5A2A,USR_5453E6B3,2021-04-04,2022-10-22,50,3048.97,117,-792.32,True,True,True
CPY_A7E6649B,USR_D7067870,USR_79DD8394,2021-07-01,,10,339.6,136,-275.51,True,True,False
CPY_5E06CAE1,USR_02876DCA,USR_B1C7C555,2021-03-22,2021-04-29,75,3061.94,184,-554.98,False,False,True
CPY_6772C69F,USR_0B6C81DD,USR_4055A6EA,2022-06-08,2023-04-30,20,1163.65,99,456.55,False,False,False
CPY_7E2ABF38,USR_0CE6D80B,USR_B166029D,2023-08-29,,50,1045.03,128,-944.87,False,True,False
CPY_5EC281DF,USR_FFE79275,USR_A948B17E,2021-04-15,,75,2540.57,140,1816.01,False,False,True
CPY_624A5C93,USR_76A68AFC,USR_39D5A3EB,2021-02-06,2021-04-27,75,1400.29,100,25.21,True,False,False
CPY_6392C617,USR_DC24F222,USR_A948B17E,2020-12-01,,10,2723.28,150,-50.79,True,True,True
CPY_C4E0E347,USR_B1F0DBB9,USR_6CE41EE0,2021-02-26,,75,928.62,137,322.29,True,True,True
CPY_31327570,USR_3DC1BB5D,USR_C31C4ECE,2023-03-24,2024-03-08,25,3310.03,183,-38.75,False,True,True
CPY_AB9163CF,USR_B3205D32,USR_21B09FCF,2022-11-01,2023-06-19,10,3306.48,35,-105.03,True,False,True
CPY_4D4EDED5,USR_E91F4F65,USR_6C4DBA9A,2024-01-24,,75,3281.18,38,-138.07,False,False,True
CPY_C382815C,USR_5A766D5D,USR_43E9CFD8,2023-08-20,,25,4287.22,20,1006.65,False,False,True
CPY_955FB416,USR_FB276679,USR_C0F94FA4,2021-07-13,2023-02-13,25,3796.23,111,-202.73,False,True,False
CPY_AC368B02,USR_24651F4E,USR_C13FCE42,2020-01-04,,100,4368.87,68,-567.15,False,False,True
CPY_7EB6D1B1,USR_726A0CA3,USR_762F6C83,2022-03-02,,75,2743.98,5,-271.94,True,False,True
CPY_E5140759,USR_670BC159,USR_211064EB,2022-01-18,,10,3609.14,29,1032.12,False,True,False
CPY_A5C323BA,USR_85FE77F0,USR_CAB209DA,2020-11-15,2022-05-29,50,2012.15,91,843.94,False,True,False
CPY_DBF63738,USR_409261CE,USR_17326A7A,2021-03-29,,20,552.89,43,242.78,True,False,True
CPY_106CB720,USR_D89516DF,USR_602B92D7,2022-10-03,,25,4406.9,93,45.69,True,False,True
CPY_99F31AAF,USR_1079861E,USR_5B2BD7B7,2021-08-21,,25,2412.42,180,-529.24,True,True,False
CPY_C76F4917,USR_E8DAEB65,USR_D9FA2400,2021-02-17,,25,3726.3,117,233.62,False,False,True
CPY_7D6DF41C,USR_72AB513B,USR_6C0210B0,2020-08-18,2020-12-09,25,3609.43,182,1372.75,True,True,False
CPY_FBA4B080,USR_39497824,USR_C747AC8B,2021-07-11,,10,2897.64,89,162.99,False,True,True
CPY_5F795AD5,USR_63744477,USR_92ED4E98,2020-01-30,2020-12-10,10,282.98,70,-147.0,True,True,False
CPY_6C86BB7E,USR_510CACA0,USR_AFF76945,2022-01-29,,20,3711.45,139,412.55,True,True,True
CPY_4C78E9AF,USR_EA84A867,USR_1B56FF6C,2021-10-21,,20,3488.16,18,795.86,True,False,False
CPY_677DBEBA,USR_4AF04900,USR_F4AB8D5F,2021-04-20,,100,3007.74,12,-39.81,False,True,False
CPY_85149CF2,USR_255F6041,USR_FF1B0FBD,2021-08-10,,50,4393.48,164,536.12,False,True,True
CPY_A0F0E405,USR_75BF01E2,USR_C13FCE42,2021-10-08,,75,4328.2,60,1921.89,False,False,False
CPY_6B44EA89,USR_1BF882E7,USR_9599940C,2020-06-16,2020-10-06,100,4439.04,105,1775.98,True,False,True
CPY_67EF8B13,USR_2C5F6493,USR_C747AC8B,2023-09-10,,50,3154.61,38,1910.7,False,True,True
CPY_2372455A,USR_795EA561,USR_43E9CFD8,2022-12-11,2024-04-27,50,4759.35,97,388.84,False,True,True
CPY_72108558,USR_51038C63,USR_3A10071D,2021-06-09,,50,2461.48,73,1568.19,True,False,False
CPY_C3350183,USR_84923E55,USR_A948B17E,2022-02-22,2023-01-10,10,3952.59,162,203.0,True,False,False
CPY_D824D90A,USR_C79AB350,USR_EED8A82D,2022-06-03,,25,2072.2,20,-466.58,True,False,True
CPY_205F108D,USR_870B0569,USR_7B822556,2022-07-02,2024-01-12,25,399.95,69,1729.39,True,False,True
CPY_49E409AE,USR_549C0C41,USR_50129D25,2021-08-25,,25,2103.33,112,1700.16,False,True,False
CPY_F04F5595,USR_D296AE19,USR_E4109C21,2022-01-19,2022-12-04,25,209.68,174,1161.76,True,True,True
CPY_7195922B,USR_1C2FE0C8,USR_2E594A71,2023-06-25,,25,782.14,135,117.75,True,True,True
CPY_8D1690C6,USR_034C963C,USR_C19ECDD9,2024-01-13,,100,1192.16,74,1810.19,False,True,True
CPY_BBFFA210,USR_2BEDEAE3,USR_C1588435,2020-02-15,2021-09-15,10,2652.21,193,109.92,False,True,True
CPY_D76A3CCF,USR_8684B023,USR_2BCBAA02,2022-08-13,2022-11-23,10,4899.61,141,483.03,True,False,True
CPY_7624D5DD,USR_981F5F98,USR_D3312339,2020-09-22,2022-03-19,75,4833.83,169,1270.6,True,False,False
CPY_6B59A3C7,USR_DB33AF40,USR_CA2E0A2A,2020-03-20,,50,1228.02,41,1761.18,True,True,True
CPY_0090AE16,USR_6E527F31,USR_ACBE2A8F,2023-01-03,,10,886.89,106,1351.23,False,True,True
CPY_5B043FF9,USR_A6467824,USR_FD9B8D0D,2021-07-23,,75,747.2,171,496.34,False,False,False
CPY_C55A4294,USR_1A8820AB,USR_F6630DDD,2021-02-22,2022-01-25,50,3851.2,131,541.91,True,False,False
CPY_C0A715F4,USR_490B77A8,USR_C31C4ECE,2021-03-02,,100,3418.17,22,334.8,False,False,False
CPY_F44F88CC,USR_F3B5D759,USR_A293D3D9,2020-12-07,,10,4849.02,185,220.87,False,True,True
CPY_FCE12459,USR_9E429047,USR_A948B17E,2021-11-13,,20,1511.12,70,-332.61,True,True,True
CPY_45199183,USR_D925A4AA,USR_EF337AFF,2021-05-09,2022-06-18,25,530.34,94,140.6,False,True,False
CPY_309ACAFA,USR_14027764,USR_D1BB4554,2020-07-22,,25,4445.81,186,1558.79,False,True,True
CPY_61F20413,USR_D98B6CCA,USR_FD3F5766,2021-06-28,2021-08-17,50,4946.16,17,50.12,False,False,True
CPY_EC27B55E,USR_477530C9,USR_97F4892A,2023-03-14,,75,2937.82,67,371.97,False,False,True
CPY_7FE8CAE9,USR_C3B1C4AD,USR_A31FFCC1,2022-04-27,2023-03-18,75,1319.32,112,1035.35,True,True,False
CPY_B3FC3B49,USR_98C0495D,USR_F9CAB35C,2023-09-11,2025-04-25,50,4092.45,151,-746.33,True,True,True
CPY_8251FE1E,USR_54CE3670,USR_EB127728,2023-01-05,,25,192.41,15,809.75,True,False,True
CPY_C051CF0F,USR_EC6854EF,USR_97D4050B,2022-11-18,,20,693.5,110,485.83,False,True,True
CPY_D782B234,USR_84E070AE,USR_5453E6B3,2023-03-13,,100,1978.85,74,-699.52,False,False,False
CPY_4FF421D6,USR_65DE6BA8,USR_A521D51A,2020-12-14,,25,692.6,20,33.12,False,False,True
CPY_77616467,USR_B7ADB3BA,USR_A72C986D,2021-11-13,,25,3616.0,190,-37.55,True,True,True
CPY_E3F2B7B0,USR_126D0452,USR_FD9B8D0D,2020-03-06,,100,1825.77,198,-5.77,True,False,True
CPY_6726BE59,USR_4AFA15C3,USR_BA6F78ED,2020-07-27,,100,3419.41,135,627.67,False,False,False
CPY_E0FE3A30,USR_04FFAB06,USR_6819C164,2020-10-11,,50,361.22,53,-768.95,False,False,False
CPY_3EA659E8,USR_C41B297C,USR_8716D5A5,2020-03-20,,20,2333.04,121,1739.66,False,True,True
CPY_484B08C4,USR_69A45119,USR_7958C9CA,2020-09-04,2021-07-19,100,909.88,192,-70.95,True,True,False
CPY_7613D2B9,USR_614CA4D1,USR_C0B877F1,2024-02-09,,10,2101.77,52,-490.98,False,False,True
CPY_DC24F51C,USR_32F6C95A,USR_854EFF56,2021-09-22,,25,1317.48,175,719.26,True,False,True
CPY_E349BC1E,USR_3C173BFD,USR_F28E2A6D,2023-02-14,2023-09-24,75,781.21,33,-988.65,False,True,True
CPY_A1709166,USR_BF35F934,USR_800156D8,2022-10-29,,20,2234.82,12,-855.42,False,True,True
CPY_3AE37D38,USR_4A2CEB25,USR_F224CC0E,2020-03-06,,20,572.67,140,-349.38,True,True,False
CPY_7BABF7ED,USR_7F491144,USR_9BB764AB,2021-11-22,,50,2505.47,192,1129.45,False,False,True
CPY_3F7BB8F8,USR_10746B24,USR_A762D4BC,2021-03-14,2021-07-14,100,2463.98,131,1337.82,False,True,True
CPY_6A243F02,USR_DD169D5F,USR_39B7840E,2022-05-14,2023-11-10,20,335.94,22,799.43,False,True,True
CPY_8F2ECBEA,USR_340E177A,USR_634E7362,2022-07-05,2022-10-05,20,4528.03,83,184.18,True,True,False
CPY_BCA8C377,USR_89731727,USR_D1BB4554,2023-11-20,,10,1494.78,112,876.45,True,False,False
CPY_309AE945,USR_88099A8D,USR_BA2E0CAD,2023-02-07,2023-04-25,75,326.56,24,1963.39,False,True,False
CPY_C54AD7FA,USR_871AAED8,USR_E872029D,2023-03-18,,25,1238.56,90,-615.54,False,True,False
CPY_7378808E,USR_87D5E206,USR_ACBE2A8F,2023-02-18,,10,4596.57,156,1058.57,False,False,False
CPY_3EC27849,USR_808624AC,USR_1C34D457,2021-11-21,,100,3901.45,59,-862.34,True,True,True
CPY_0E93C490,USR_09A14C70,USR_B878D582,2022-08-01,2024-03-07,50,1013.12,143,1655.28,True,True,False
CPY_336D3C66,USR_19F8A8F8,USR_7EDEAB89,2021-11-12,,10,809.88,176,623.93,True,True,False
CPY_9979E98A,USR_7324E851,USR_E5089B28,2020-04-06,2021-09-07,50,4369.38,169,1651.24,True,True,False
CPY_2DFEE96E,USR_A6C91503,USR_A410DA9C,2022-01-28,,100,2517.48,185,848.28,False,False,False
CPY_9E7A8F69,USR_E691123B,USR_663AC719,2020-08-31,,25,2446.27,104,96.97,True,True,True
CPY_145AB19F,USR_93503588,USR_AF4A6DBC,2022-01-20,,75,4659.29,75,-713.66,False,True,False
CPY_C2B5CE07,USR_8D8F0D0A,USR_39D5A3EB,2023-10-16,,25,2240.96,153,476.97,False,False,True
CPY_67FDD453,USR_36388FAA,USR_B1A7D4D3,2022-11-30,,100,1363.05,186,-210.35,False,False,False
CPY_2C2588A1,USR_6F3E9D30,USR_42E0D03A,2021-11-25,,20,1251.33,22,-869.28,False,True,False
CPY_5BB41907,USR_D77C5E8B,USR_EE748FFE,2021-05-16,,20,2069.1,151,1163.14,True,False,False
CPY_04A8BD5A,USR_04858A77,USR_B5771ED3,2023-03-11,,25,4277.28,90,-775.84,True,True,False
CPY_3C51C3C9,USR_C1023AEE,USR_B5771ED3,2022-01-25,,25,1244.94,59,-435.23,False,False,False
CPY_7A077577,USR_78D0E86C,USR_510F99C2,2023-02-07,2024-05-15,25,1188.85,31,-386.31,False,False,False
CPY_06A0CFCF,USR_A0F0D545,USR_AB1E2732,2023-07-23,2024-09-26,100,822.07,26,-757.06,True,True,True
CPY_E13B4374,USR_23D4649F,USR_97D4050B,2023-07-27,,25,4684.41,150,80.65,False,False,False
CPY_750F49EC,USR_477530C9,USR_634E7362,2020-06-17,2021-02-16,25,2230.45,186,-35.92,False,True,False
CPY_036C64A4,USR_4A0573BB,USR_DDE52586,2021-08-30,2022-11-01,20,1092.02,114,343.01,False,True,True
CPY_339D2303,USR_DC5489C0,USR_A202185C,2023-11-20,,50,3130.25,168,-42.12,True,True,True
CPY_A79F336D,USR_827AC18C,USR_0E299B91,2020-03-28,,50,1446.02,116,1743.16,False,False,True
CPY_7AD0FE72,USR_695B4007,USR_8C4454E4,2020-08-13,,25,4293.42,96,-48.55,False,False,False
CPY_AA24137D,USR_B11DFA45,USR_F54F2E34,2022-12-17,2024-05-09,25,3192.03,129,-845.33,True,True,True
CPY_E40A46E9,USR_4DB704CB,USR_A02A1472,2022-10-23,,100,862.18,158,856.14,True,True,True
CPY_864E1076,USR_E632B733,USR_BFE1A662,2021-02-20,,10,1936.77,196,-251.55,True,True,False
CPY_70C2C422,USR_547147F9,USR_69683EEA,2023-07-13,,25,2576.12,162,1202.07,True,True,True
CPY_710AA222,USR_E00ECF26,USR_8549059C,2022-04-28,,20,277.44,116,-152.5,True,True,True
CPY_79A0C8C9,USR_FC84BB2D,USR_B878D582,2021-03-01,,10,3563.71,15,1704.88,True,False,False
CPY_9B79EDB1,USR_88522223,USR_1B56FF6C,2023-06-17,2024-02-17,25,3625.29,178,881.79,True,False,False
CPY_E7D96616,USR_6B868ACB,USR_183888E2,2022-10-18,,20,3715.52,66,1534.38,False,True,False
CPY_C3E50B8D,USR_84E3D59C,USR_DC88CF0A,2020-11-18,,20,553.52,157,943.52,True,True,False
CPY_DD1F0C3D,USR_F6D41EEE,USR_71461BD7,2020-08-04,2021-09-08,20,3435.37,189,-867.14,True,True,True
CPY_8F9291A0,USR_143BBD65,USR_9A10F48C,2020-12-08,,75,2936.98,11,1460.79,False,False,False
CPY_E2CFD229,USR_0E9EDD55,USR_A214B9AF,2023-07-10,,10,915.01,170,1925.26,True,False,False
CPY_58966147,USR_5D46489B,USR_BE542B3D,2020-12-29,,10,419.06,17,1331.29,False,True,False
CPY_EF297F74,USR_80994462,USR_34093EFB,2020-06-06,,50,1608.52,166,1759.71,False,False,True
CPY_A6BCDF28,USR_54E15994,USR_F5746586,2022-12-14,2023-12-18,10,1954.43,64,-501.04,True,True,True
CPY_A75A87C4,USR_B541C644,USR_4EF67B10,2023-12-28,2024-06-12,20,1424.34,154,756.82,False,True,False
CPY_63800245,USR_BC79D091,USR_A02A1472,2020-09-09,,25,4704.35,144,1018.28,True,True,True
CPY_8CF02FB4,USR_5681FF37,USR_77B3FE5A,2021-08-29,,50,4766.59,176,167.01,True,True,True
CPY_23F191A0,USR_F52B74A8,USR_B75E4AF4,2020-04-27,,10,1628.98,185,-310.73,False,False,False
CPY_5CA5B0CF,USR_ECDACDE9,USR_0485ED40,2024-01-06,,50,955.04,92,-810.21,True,False,False
CPY_54ACB7B7,USR_CE99767D,USR_50129D25,2022-01-13,2022-06-22,20,2703.68,67,-638.35,True,True,True
CPY_698CF59B,USR_4DE57D45,USR_8CE5D235,2020-10-06,2021-12-29,10,2060.63,110,105.48,True,True,True
CPY_F0954C1F,USR_495A08A6,USR_48EA09EB,2020-08-27,,75,2301.21,117,1046.44,False,True,True
CPY_E8B30D7C,USR_C3277ADC,USR_DDE52586,2020-03-01,,100,4470.7,111,1172.43,True,False,False
CPY_4227E9FA,USR_4B844EAF,USR_05705BDC,2021-09-22,,50,4000.55,168,1310.74,False,True,False
CPY_904F07E2,USR_9FD4D7DE,USR_6819C164,2022-11-06,2023-06-10,100,2334.63,127,1477.07,False,False,False
CPY_C5798F39,USR_C1C63000,USR_299FC851,2023-11-11,,10,492.37,61,1366.01,True,True,True
CPY_8CCD27FB,USR_13418411,USR_84FC0B67,2022-02-15,,75,267.99,149,-279.63,False,True,False
CPY_E548D995,USR_F28ECC4F,USR_B108EEEF,2020-05-19,2021-09-22,20,1086.98,147,-729.63,False,True,True
CPY_63E77D16,USR_00010788,USR_A675ABB4,2020-03-08,,50,345.32,99,764.71,False,True,True
CPY_2C4F655A,USR_1FB97B18,USR_04432348,2023-06-21,2023-08-06,50,3990.59,118,1293.73,False,False,False
CPY_B45950B7,USR_034B3598,USR_E97CBF06,2022-11-30,,25,4841.79,94,917.19,True,True,False
CPY_C60633B3,USR_5ED64310,USR_4018AAE0,2021-03-22,,20,1979.69,56,289.38,False,False,True
CPY_DED7D0D3,USR_61E00476,USR_F6630DDD,2020-03-29,,50,2040.36,13,449.59,False,False,False
CPY_6B188F5A,USR_C6C823E6,USR_4A626D1D,2022-04-04,,100,791.02,159,-485.52,False,True,False
CPY_DC703D65,USR_33568976,USR_0FDBB3C3,2020-03-04,,75,3500.62,25,486.08,True,True,True
CPY_4779C98D,USR_B1B897AA,USR_D83EE0CF,2022-06-30,,100,1283.4,84,1744.45,False,False,True
CPY_0D5A1189,USR_5F20635F,USR_C64C206E,2023-12-28,2024-08-23,75,3364.17,137,-493.85,True,False,True
CPY_850369B7,USR_8F1D7E69,USR_6E7E290F,2021-06-06,,50,3614.98,51,-810.35,True,False,True
CPY_9AA3B44C,USR_C24699E3,USR_7CD536C1,2023-04-04,,75,2344.62,174,-411.86,True,True,True
CPY_E30BCBE3,USR_5FEBEBD8,USR_CD10ABFC,2020-11-23,2021-12-18,75,2766.68,176,994.94,True,False,True
CPY_C29E0CA8,USR_AC6184F1,USR_E16189A9,2023-09-21,,20,293.26,113,473.41,True,True,False
CPY_24AFBC4C,USR_B9615F59,USR_257A0E4F,2021-03-12,,75,4391.24,172,1158.44,False,True,True
CPY_9AEA8B5B,USR_3B2B6EAA,USR_F476C456,2022-08-20,,10,1998.79,9,-886.48,True,False,True
CPY_DAC97CE2,USR_4224A1B4,USR_6819C164,2022-03-19,,10,2699.9,197,509.36,False,False,False
CPY_CCA32E61,USR_52768BEE,USR_E26957CB,2023-04-10,,25,4997.83,14,551.09,True,True,False
CPY_8504E8C9,USR_7FA89F4C,USR_9DFF0F86,2020-02-02,2021-01-05,100,4819.09,142,1580.62,True,True,False
CPY_A39B6412,USR_C75649A4,USR_D99CEDDA,2020-02-26,,10,1310.26,163,-883.58,True,False,False
CPY_05348944,USR_806B8985,USR_2E594A71,2020-05-27,,25,1582.08,104,1847.6,False,False,False
CPY_31A184FB,USR_6593C29C,USR_F1F80159,2020-02-24,,25,2806.66,43,791.53,False,False,False
CPY_3B86BAD3,USR_F393A687,USR_42702797,2020-03-18,2020-05-06,20,1705.49,198,1632.56,False,False,False
CPY_DDDB086E,USR_1E887A65,USR_D98B6CCA,2021-09-18,2021-10-21,75,2081.35,114,-865.72,True,True,False
CPY_E9571C9B,USR_D1CB464B,USR_EE748FFE,2020-01-11,2020-12-28,20,3117.87,5,-583.63,True,True,False
CPY_44349308,USR_5D5B59F6,USR_B166029D,2023-12-31,,20,2353.18,144,284.04,False,True,False
CPY_F2B6514C,USR_68F71230,USR_5BB7207A,2023-01-15,,10,3275.25,68,1354.67,False,True,True
CPY_BE46F447,USR_097BEC78,USR_25E7AD0E,2022-05-10,,75,2430.76,57,761.22,False,True,True
CPY_1EC8F0CF,USR_E43E9ACE,USR_8A254D8F,2022-08-17,,100,3489.64,30,-293.51,False,False,False
CPY_8CAB3DC0,USR_3E102745,USR_1BBD3D9D,2022-08-03,,25,4039.66,68,852.58,False,True,True
CPY_659B4594,USR_B283D5F0,USR_A03964FF,2021-10-30,,50,2916.72,42,1765.93,False,False,True
CPY_55A74C8C,USR_0C5920E5,USR_A72C986D,2020-07-14,,75,997.2,136,-155.81,False,True,True
CPY_5ACF2DD7,USR_740B43D8,USR_439940DA,2020-12-14,,10,2874.54,56,621.49,True,False,False
CPY_4EC23F26,USR_563AD8DE,USR_FD3F5766,2020-03-17,2020-08-10,25,3883.48,62,444.72,False,True,True
CPY_179AB128,USR_B731D077,USR_9DFF0F86,2023-05-30,2024-12-24,25,1220.28,74,-547.12,False,False,False
CPY_106B9B62,USR_B7650BDD,USR_57B41536,2020-05-11,,20,3634.84,169,442.6,True,False,True
CPY_ACB9902E,USR_817A900A,USR_04432348,2021-03-04,,50,3089.45,25,1370.43,False,True,False
CPY_5631A6A3,USR_F1F80159,USR_C747AC8B,2022-08-23,,25,3722.82,62,-309.46,True,False,True
CPY_6501D3A3,USR_65EA5718,USR_1B72F696,2021-12-28,,20,1592.12,118,220.81,False,False,False
CPY_7562A947,USR_0A98D757,USR_063EB9E8,2020-05-23,,10,1339.88,173,479.77,False,True,True
CPY_C47FF411,USR_E99AE1D1,USR_EDAC86A0,2020-08-05,,100,4107.91,100,-935.76,False,False,True
CPY_E25277F5,USR_8CFB39C7,USR_A37796A4,2023-12-19,,50,4526.68,72,1402.11,False,True,False
CPY_33BEF450,USR_49B2A65C,USR_2F710CF7,2022-07-25,,75,2404.02,152,1623.31,False,False,False
CPY_C2A7A416,USR_584EFE34,USR_02CA93FF,2020-02-25,,10,1364.47,56,711.63,False,False,False
CPY_46E1E2D7,USR_B9C6EDD4,USR_38ED9B9E,2020-09-12,2022-04-16,10,2756.22,175,1913.16,False,True,True
CPY_467A4867,USR_BA30FB5A,USR_E715B2C3,2022-08-21,2022-10-26,50,2693.57,37,722.0,True,False,True
CPY_4C14C6F5,USR_EB37F4A9,USR_1049CEC5,2021-07-22,2022-05-15,25,3612.14,15,-322.39,True,True,False
CPY_0C1563B2,USR_9F829F88,USR_DD744F7E,2022-06-05,,50,2116.41,165,1105.49,False,True,False
CPY_8E457F6B,USR_491FA469,USR_10BEF865,2022-09-24,,10,422.53,52,1644.18,True,False,True
CPY_3B4AF71A,USR_593F1231,USR_E9C450D2,2021-09-08,2022-08-11,75,4073.26,161,338.99,True,True,True
CPY_2DCF2091,USR_BF14FB26,USR_2E9F941E,2021-01-24,2022-05-14,100,740.17,186,96.2,False,False,False
CPY_ABE70688,USR_821EB13F,USR_CD1E02B1,2021-10-26,,20,2985.36,37,-483.9,True,True,True
CPY_2E6B9D62,USR_6A797450,USR_C371D1BB,2020-04-21,2021-01-29,25,2763.99,30,-23.0,True,False,True
CPY_91270BD6,USR_8208FF1D,USR_E3E9A6B8,2020-11-14,2021-06-12,10,4795.65,62,-456.45,True,True,False
CPY_59114898,USR_3364BB60,USR_A3E86A4B,2021-07-20,,75,3301.96,53,1680.8,False,True,True
CPY_13F09935,USR_F57C0B85,USR_43E9CFD8,2020-05-23,,75,2807.49,9,-723.3,False,False,False
CPY_FBFF1D11,USR_9476FCFC,USR_C434C2DA,2022-09-11,2022-11-05,50,2821.02,47,1436.46,False,False,False
CPY_647DC83B,USR_FAB26016,USR_4A2CEB25,2023-05-30,,100,2826.83,140,-357.42,True,True,False
CPY_B751AA0A,USR_890CFF92,USR_E26957CB,2023-11-05,2024-07-20,50,895.4,20,-28.92,True,True,False
CPY_3FA9385B,USR_F3F8CFFF,USR_B4BCE50E,2022-09-11,,10,3711.93,94,1758.21,True,True,True
CPY_490063A7,USR_8A0E1E4C,USR_A214B9AF,2021-09-21,2022-01-28,10,721.16,61,442.7,True,False,False
CPY_FB470F06,USR_CE47E957,USR_A293D3D9,2022-07-01,,50,2519.98,100,15.37,False,False,True
CPY_17B504D2,USR_AF2A3832,USR_B62A49D1,2022-08-07,,75,2833.6,117,1798.65,False,False,True
CPY_8ACCDFBC,USR_8A1E4149,USR_0764A753,2020-02-26,2021-04-14,20,2422.69,109,1796.37,False,True,True
CPY_FFA04D33,USR_FDCC2C1B,USR_5CEEB838,2021-08-09,,75,3839.72,141,1612.11,True,True,True
CPY_E530F9DD,USR_9D249D1A,USR_E2DBF3D0,2023-11-30,,75,2359.28,107,-57.52,False,False,True
CPY_25351F84,USR_B6B4E587,USR_EDAC86A0,2021-09-07,,10,4102.51,58,1631.53,False,True,False
CPY_6F7F4E71,USR_8F3710BF,USR_A762D4BC,2023-06-17,2024-11-29,25,1438.1,172,740.93,False,False,False
CPY_5BAE329F,USR_D1F55C8D,USR_F1F80159,2023-09-19,,25,1365.65,14,1529.31,False,False,False
CPY_6C649FBE,USR_B005E665,USR_3E8B6274,2021-09-03,2023-03-28,100,1447.41,25,-433.77,False,False,True
CPY_29331C28,USR_FDB70A5B,USR_EE748FFE,2023-08-13,,10,3303.01,113,1081.4,True,False,False
CPY_A236ED63,USR_1CCCCE13,USR_7EC82D77,2022-02-28,2022-05-17,25,3700.43,105,-840.8,False,False,False
